"WD05CD","WD05NM"
"00CAHL","Litherland"
"00CAHM","Manor"
"00CAHN","Meols"
"00CAHP","Molyneux"
"00CAHQ","Netherton and Orrell"
"00CAHR","Norwood"
"00CAHS","Park"
"00CAHT","Ravenmeols"
"00CAHU","St Oswald"
"00CAHW","Sudell"
"00CAHX","Victoria"
"00CBFZ","Bebington"
"00CBGA","Bidston and St James"
"00CBGB","Birkenhead and Tranmere"
"00CBGC","Bromborough"
"00CBGD","Clatterbridge"
"00CBGE","Claughton"
"00CBGF","Eastham"
"00CBGG","Greasby, Frankby and Irby"
"00CBGH","Heswall"
"00CBGJ","Hoylake and Meols"
"00CBGK","Leasowe and Moreton East"
"00CBGL","Liscard"
"00CBGM","Moreton West and Saughall Massie"
"00CBGN","New Brighton"
"00CBGP","Oxton"
"00CBGQ","Pensby and Thingwall"
"00CBGR","Prenton"
"00CBGS","Rock Ferry"
"00CBGT","Seacombe"
"00CBGU","Upton"
"00CBGW","Wallasey"
"00CBGX","West Kirby and Thurstaston"
"00CCFZ","Central"
"00CCGA","Cudworth"
"00CCGB","Darfield"
"00CCGC","Darton East"
"00CCGD","Darton West"
"00CCGE","Dearne North"
"00CCGF","Dearne South"
"00CCGG","Dodworth"
"00CCGH","Hoyland Milton"
"00CCGJ","Kingstone"
"00CCGK","Monk Bretton"
"00CCGL","North East"
"00CCGM","Old Town"
"00CCGN","Penistone East"
"00CCGP","Penistone West"
"00CCGQ","Rockingham"
"00CCGR","Royston"
"00CCGS","St Helens"
"00CCGT","Stairfoot"
"00CCGU","Wombwell"
"00CCGW","Worsbrough"
"00CEFY","Adwick"
"00CEFZ","Armthorpe"
"00CEGA","Askern Spa"
"00CEGB","Balby"
"00CEGC","Bentley"
"00CEGD","Bessacarr and Cantley"
"00CEGE","Central"
"00CEGF","Conisbrough and Denaby"
"00CEGG","Edenthorpe, Kirk Sandall and Barnby Dun"
"00CEGH","Edlington and Warmsworth"
"00CEGJ","Finningley"
"00CEGK","Great North Road"
"00CEGL","Hatfield"
"00CEGM","Mexborough"
"00CEGN","Rossington"
"00CEGP","Sprotbrough"
"00CEGQ","Stainforth and Moorends"
"00CEGR","Thorne"
"00CEGS","Torne Valley"
"00CEGT","Town Moor"
"00CEGU","Wheatley"
"00CFFZ","Anston and Woodsetts"
"00CFGA","Boston Castle"
"00CFGB","Brinsworth and Catcliffe"
"00CFGC","Dinnington"
"00CFGD","Hellaby"
"00CFGE","Holderness"
"00CFGF","Hoober"
"00CFGG","Keppel"
"00CFGH","Maltby"
"00CFGJ","Rawmarsh"
"00CFGK","Rother Vale"
"00CFGL","Rotherham East"
"00CFGM","Rotherham West"
"00CFGN","Silverwood"
"00CFGP","Sitwell"
"00CFGQ","Swinton"
"00CFGR","Valley"
"00CFGS","Wales"
"00CFGT","Wath"
"00CFGU","Wickersley"
"00CFGW","Wingfield"
"00CGGG","Arbourthorne"
"00CGGH","Beauchief and Greenhill"
"00CGGJ","Beighton"
"00CGGK","Birley"
"00CGGL","Broomhill"
"00CGGM","Burngreave"
"00CGGN","Central"
"00CGGP","Crookes"
"00CGGQ","Darnall"
"00CGGR","Dore and Totley"
"00CGGS","East Ecclesfield"
"00CGGT","Ecclesall"
"00CGGU","Firth Park"
"00CGGW","Fulwood"
"00CGGX","Gleadless Valley"
"00CGGY","Graves Park"
"00CGGZ","Hillsborough"
"00CGHA","Manor Castle"
"00CGHB","Mosborough"
"00CGHC","Nether Edge"
"00CGHD","Richmond"
"00CGHE","Shiregreen and Brightside"
"00CGHF","Southey"
"00CGHG","Stannington"
"00CGHH","Stocksbridge and Upper Don"
"00CGHJ","Walkley"
"00CGHK","West Ecclesfield"
"00CGHL","Woodhouse"
"00CHFZ","Birtley"
"00CHGA","Blaydon"
"00CHGB","Bridges"
"00CHGC","Chopwell and Rowlands Gill"
"00CHGD","Chowdene"
"00CHGE","Crawcrook and Greenside"
"00CHGF","Deckham"
"00CHGG","Dunston and Teams"
"00CHGH","Dunston Hill and Whickham East"
"00CHGJ","Felling"
"00CHGK","High Fell"
"00CHGL","Lamesley"
"00CHGM","Lobley Hill and Bensham"
"00CHGN","Low Fell"
"00CHGP","Pelaw and Heworth"
"00CHGQ","Ryton, Crookhill and Stella"
"00CHGR","Saltwell"
"00CHGS","Wardley and Leam Lane"
"00CHGT","Whickham North"
"00CHGU","Whickham South and Sunniside"
"00CHGW","Windy Nook and Whitehills"
"00CHGX","Winlaton and High Spen"
"00CJGD","Benwell and Scotswood"
"00CJGE","Blakelaw"
"00CJGF","Byker"
"00CJGG","Castle"
"00CJGH","Dene"
"00CJGJ","Denton"
"00CJGK","East Gosforth"
"00CJGL","Elswick"
"00CJGM","Fawdon"
"00CJGN","Fenham"
"00CJGP","Kenton"
"00CJGQ","Lemington"
"00CJGR","Newburn"
"00CJGS","North Heaton"
"00CJGT","North Jesmond"
"00CJGU","Ouseburn"
"00CJGW","Parklands"
"00CJGX","South Heaton"
"00CJGY","South Jesmond"
"00CJGZ","Walker"
"00CJHA","Walkergate"
"00CJHB","Westerhope"
"00CJHC","Westgate"
"00CJHD","West Gosforth"
"00CJHE","Wingrove"
"00CJHF","Woolsington"
"00CKFX","Battle Hill"
"00CKFY","Benton"
"00CKFZ","Camperdown"
"00CKGA","Chirton"
"00CKGB","Collingwood"
"00CKGC","Cullercoats"
"00CKGD","Howdon"
"00CKGE","Killingworth"
"00CKGF","Longbenton"
"00CKGG","Monkseaton North"
"00CKGH","Monkseaton South"
"00CKGJ","Northumberland"
"00CKGK","Preston"
"00CKGL","Riverside"
"00CKGM","St Mary's"
"00CKGN","Tynemouth"
"00CKGP","Valley"
"00CKGQ","Wallsend"
"00CKGR","Weetslade"
"00CKGS","Whitley Bay"
"00CLFX","Beacon and Bents"
"00CLFY","Bede"
"00CLFZ","Biddick and All Saints"
"00CLGA","Boldon Colliery"
"00CLGB","Cleadon and East Boldon"
"00CLGC","Cleadon Park"
"00CLGD","Fellgate and Hedworth"
"00CLGE","Harton"
"00CLGF","Hebburn North"
"00CLGG","Hebburn South"
"00CLGH","Horsley Hill"
"00CLGJ","Monkton"
"00CLGK","Primrose"
"00CLGL","Simonside and Rekendyke"
"00CLGM","Westoe"
"00CLGN","West Park"
"00CLGP","Whitburn and Marsden"
"00CLGQ","Whiteleas"
"00CMGC","Barnes"
"00CMGD","Castle"
"00CMGE","Copt Hill"
"00CMGF","Doxford"
"00CMGG","Fulwell"
"00CMGH","Hendon"
"00CMGJ","Hetton"
"00CMGK","Houghton"
"00CMGL","Millfield"
"00CMGM","Pallion"
"00CMGN","Redhill"
"00CMGP","Ryhope"
"00CMGQ","St Anne's"
"00CMGR","St Chad's"
"00CMGS","St Michael's"
"00CMGT","St Peter's"
"00CMGU","Sandhill"
"00CMGW","Shiney Row"
"00CMGX","Silksworth"
"00CMGY","Southwick"
"00CMGZ","Washington Central"
"00CMHA","Washington East"
"00CMHB","Washington North"
"00CMHC","Washington South"
"00CMHD","Washington West"
"00CNGS","Acocks Green"
"00CNGT","Aston"
"00CNGU","Bartley Green"
"00CNGW","Billesley"
"00CNGX","Bordesley Green"
"00CNGY","Bournville"
"00CNGZ","Brandwood"
"00CNHA","Edgbaston"
"00CNHB","Erdington"
"00CNHC","Hall Green"
"00CNHD","Handsworth Wood"
"00CNHE","Harborne"
"00CNHF","Hodge Hill"
"00CNHG","Kings Norton"
"00CNHH","Kingstanding"
"00CNHJ","Ladywood"
"00CNHK","Longbridge"
"00CNHL","Lozells and East Handsworth"
"00CNHM","Moseley and Kings Heath"
"00CNHN","Nechells"
"00CNHP","Northfield"
"00CNHQ","Oscott"
"00CNHR","Perry Barr"
"00CNHS","Quinton"
"00CNHT","Selly Oak"
"00CNHU","Shard End"
"00CNHW","Sheldon"
"00CNHX","Soho"
"00CNHY","South Yardley"
"00CNHZ","Sparkbrook"
"00CNJA","Springfield"
"00CNJB","Stechford and Yardley North"
"00CNJC","Stockland Green"
"00CNJD","Sutton Four Oaks"
"00CNJE","Sutton New Hall"
"00CNJF","Sutton Trinity"
"00CNJG","Sutton Vesey"
"00CNJH","Tyburn"
"00CNJJ","Washwood Heath"
"00CNJK","Weoley"
"00CQFU","Bablake"
"00CQFW","Binley and Willenhall"
"00CQFX","Cheylesmore"
"00CQFY","Earlsdon"
"00CQFZ","Foleshill"
"00CQGA","Henley"
"00CQGB","Holbrook"
"00CQGC","Longford"
"00CQGD","Lower Stoke"
"00CQGE","Radford"
"00CQGF","St Michael's"
"00CQGG","Sherbourne"
"00CQGH","Upper Stoke"
"00CQGJ","Wainbody"
"00CQGK","Westwood"
"00CQGL","Whoberley"
"00CQGM","Woodlands"
"00CQGN","Wyken"
"00CRGB","Amblecote"
"00CRGC","Belle Vale"
"00CRGD","Brierley Hill"
"00CRGE","Brockmoor and Pensnett"
"00CRGF","Castle and Priory"
"00CRGG","Coseley East"
"00CRGH","Cradley and Foxcote"
"00CRGJ","Gornal"
"00CRGK","Halesowen North"
"00CRGL","Halesowen South"
"00CRGM","Hayley Green and Cradley South"
"00CRGN","Kingswinford North and Wall Heath"
"00CRGP","Kingswinford South"
"00CRGQ","Lye and Wollescote"
"00CRGR","Netherton, Woodside and St Andrews"
"00CRGS","Norton"
"00CRGT","Pedmore and Stourbridge East"
"00CRGU","Quarry Bank and Dudley Wood"
"00CRGW","St James's"
"00CRGX","St Thomas's"
"00CRGY","Sedgley"
"00CRGZ","Upper Gornal and Woodsetton"
"00CRHA","Wollaston and Stourbridge Town"
"00CRHB","Wordsley"
"00CSGB","Abbey"
"00CSGC","Blackheath"
"00CSGD","Bristnall"
"00CSGE","Charlemont with Grove Vale"
"00CSGF","Cradley Heath and Old Hill"
"00CSGG","Friar Park"
"00CSGH","Great Barr with Yew Tree"
"00CSGJ","Great Bridge"
"00CSGK","Greets Green and Lyng"
"00CSGL","Hateley Heath"
"00CSGM","Langley"
"00CSGN","Newton"
"00CSGP","Old Warley"
"00CSGQ","Oldbury"
"00CSGR","Princes End"
"00CSGS","Rowley"
"00CSGT","St Pauls"
"00CSGU","Smethwick"
"00CSGW","Soho and Victoria"
"00CSGX","Tipton Green"
"00CSGY","Tividale"
"00CSGZ","Wednesbury North"
"00CSHA","Wednesbury South"
"00CSHB","West Bromwich Central"
"00CTFT","Bickenhill"
"00CTFU","Blythe"
"00CTFW","Castle Bromwich"
"00CTFX","Chelmsley Wood"
"00CTFY","Dorridge and Hockley Heath"
"00CTFZ","Elmdon"
"00CTGA","Kingshurst and Fordbridge"
"00CTGB","Knowle"
"00CTGC","Lyndon"
"00CTGD","Meriden"
"00CTGE","Olton"
"00CTGF","St Alphege"
"00CTGG","Shirley East"
"00CTGH","Shirley South"
"00CTGJ","Shirley West"
"00CTGK","Silhill"
"00CTGL","Smith's Wood"
"00CUFX","Aldridge Central and South"
"00CUFY","Aldridge North and Walsall Wood"
"00CUFZ","Bentley and Darlaston North"
"00CUGA","Birchills Leamore"
"00CUGB","Blakenall"
"00CUGC","Bloxwich East"
"00CUGD","Bloxwich West"
"00CUGE","Brownhills"
"00CUGF","Darlaston South"
"00CUGG","Paddock"
"00CUGH","Palfrey"
"00CUGJ","Pelsall"
"00CUGK","Pheasey Park Farm"
"00CUGL","Pleck"
"00CUGM","Rushall-Shelfield"
"00CUGN","St Matthew's"
"00CUGP","Short Heath"
"00CUGQ","Streetly"
"00CUGR","Willenhall North"
"00CUGS","Willenhall South"
"00CWFX","Bilston East"
"00CWFY","Bilston North"
"00CWFZ","Blakenhall"
"00CWGA","Bushbury North"
"00CWGB","Bushbury South and Low Hill"
"00CWGC","East Park"
"00CWGD","Ettingshall"
"00CWGE","Fallings Park"
"00CWGF","Graiseley"
"00CWGG","Heath Town"
"00CWGH","Merry Hill"
"00CWGJ","Oxley"
"00CWGK","Park"
"00CWGL","Penn"
"00CWGM","St Peter's"
"00CWGN","Spring Vale"
"00CWGP","Tettenhall Regis"
"00CWGQ","Tettenhall Wightwick"
"00CWGR","Wednesfield North"
"00CWGS","Wednesfield South"
"00CXGH","Baildon"
"00CXGJ","Bingley"
"00CXGK","Bingley Rural"
"00CXGL","Bolton and Undercliffe"
"00CXGM","Bowling and Barkerend"
"00CXGN","Bradford Moor"
"00CXGP","City"
"00CXGQ","Clayton and Fairweather Green"
"00CXGR","Craven"
"00CXGS","Eccleshill"
"00CXGT","Great Horton"
"00CXGU","Heaton"
"00CXGW","Idle and Thackley"
"00CXGX","Ilkley"
"00CXGY","Keighley Central"
"00CXGZ","Keighley East"
"00CXHA","Keighley West"
"00CXHB","Little Horton"
"00CXHC","Manningham"
"00CXHD","Queensbury"
"00CXHE","Royds"
"00CXHF","Shipley"
"00CXHG","Thornton and Allerton"
"00CXHH","Toller"
"00CXHJ","Tong"
"00CXHK","Wharfedale"
"00CXHL","Wibsey"
"00CXHM","Windhill and Wrose"
"00CXHN","Worth Valley"
"00CXHP","Wyke"
"00CYFU","Brighouse"
"00CYFW","Calder"
"00CYFX","Elland"
"00CYFY","Greetland and Stainland"
"00CYFZ","Hipperholme and Lightcliffe"
"00CYGA","Illingworth and Mixenden"
"00CYGB","Luddendenfoot"
"00CYGC","Northowram and Shelf"
"00CYGD","Ovenden"
"00CYGE","Park"
"00CYGF","Rastrick"
"00CYGG","Ryburn"
"00CYGH","Skircoat"
"00CYGJ","Sowerby Bridge"
"00CYGK","Todmorden"
"00CYGL","Town"
"00CYGM","Warley"
"00CZGB","Almondbury"
"00CZGC","Ashbrow"
"00CZGD","Batley East"
"00CZGE","Batley West"
"00CZGF","Birstall and Birkenshaw"
"00CZGG","Cleckheaton"
"00CZGH","Colne Valley"
"00CZGJ","Crosland Moor and Netherton"
"00CZGK","Dalton"
"00CZGL","Denby Dale"
"00CZGM","Dewsbury East"
"00CZGN","Dewsbury South"
"00CZGP","Dewsbury West"
"00CZGQ","Golcar"
"00CZGR","Greenhead"
"00CZGS","Heckmondwike"
"00CZGT","Holme Valley North"
"00CZGU","Holme Valley South"
"00CZGW","Kirkburton"
"00CZGX","Lindley"
"00CZGY","Liversedge and Gomersal"
"00CZGZ","Mirfield"
"00CZHA","Newsome"
"00DAGL","Adel and Wharfedale"
"00DAGM","Alwoodley"
"00DAGN","Ardsley and Robin Hood"
"00DAGP","Armley"
"00DAGQ","Beeston and Holbeck"
"00DAGR","Bramley and Stanningley"
"00DAGS","Burmantofts and Richmond Hill"
"00DAGT","Calverley and Farsley"
"00DAGU","Chapel Allerton"
"00DAGW","City and Hunslet"
"00DAGX","Cross Gates and Whinmoor"
"00DAGY","Farnley and Wortley"
"00DAGZ","Garforth and Swillington"
"00DAHA","Gipton and Harehills"
"00DAHB","Guiseley and Rawdon"
"00DAHC","Harewood"
"00DAHD","Headingley"
"00DAHE","Horsforth"
"00DAHF","Hyde Park and Woodhouse"
"00DAHG","Killingbeck and Seacroft"
"00DAHH","Kippax and Methley"
"00DAHJ","Kirkstall"
"00DAHK","Middleton Park"
"00DAHL","Moortown"
"00DAHM","Morley North"
"00DAHN","Morley South"
"00DAHP","Otley and Yeadon"
"00DAHQ","Pudsey"
"00DAHR","Rothwell"
"00DAHS","Roundhay"
"00DAHT","Temple Newsam"
"00DAHU","Weetwood"
"00DAHW","Wetherby"
"00DBFY","Ackworth, North Elmsall and Upton"
"00DBFZ","Airedale and Ferry Fryston"
"00DBGA","Altofts and Whitwood"
"00DBGB","Castleford Central and Glasshoughton"
"00DBGC","Crofton, Ryhill and Walton"
"00DBGD","Featherstone"
"00DBGE","Hemsworth"
"00DBGF","Horbury and South Ossett"
"00DBGG","Knottingley"
"00DBGH","Normanton"
"00DBGJ","Ossett"
"00DBGK","Pontefract North"
"00DBGL","Pontefract South"
"00DBGM","South Elmsall and South Kirkby"
"00DBGN","Stanley and Outwood East"
"00DBGP","Wakefield East"
"00DBGQ","Wakefield North"
"00DBGR","Wakefield Rural"
"00DBGS","Wakefield South"
"00DBGT","Wakefield West"
"00DBGU","Wrenthorpe and Outwood West"
"00EBMT","Brus"
"00EBMU","Burn Valley"
"00EBMW","Dyke House"
"00EBMX","Elwick"
"00EBMY","Fens"
"00EBMZ","Foggy Furze"
"00EBNA","Grange"
"00EBNB","Greatham"
"00EBNC","Hart"
"00EBND","Owton"
"00EBNE","Park"
"00EBNF","Rift House"
"00EBNG","Rossmere"
"00EBNH","St Hilda"
"00EBNJ","Seaton"
"00EBNK","Stranton"
"00EBNL","Throston"
"00ECNC","Acklam"
"00ECND","Ayresome"
"00ECNE","Beckfield"
"00ECNF","Beechwood"
"00ECNG","Brookfield"
"00ECNH","Clairville"
"00ECNJ","Coulby Newham"
"00ECNK","Gresham"
"00ECNL","Hemlington"
"00ECNM","Kader"
"00ECNN","Ladgate"
"00ECNP","Linthorpe"
"00ECNQ","North Ormesby and Brambles Farm"
"00ECNR","Marton"
"00ECNS","Marton West"
"00ECNT","Middlehaven"
"00ECNU","Nunthorpe"
"00ECNW","Pallister"
"00ECNX","Park"
"00ECNY","Park End"
"00ECNZ","Stainton and Thornton"
"00ECPA","Thorntree"
"00ECPB","University"
"00EEMZ","Brotton"
"00EENA","Coatham"
"00EENB","Dormanstown"
"00EENC","Eston"
"00EEND","Grangetown"
"00EENE","Guisborough"
"00EENF","Hutton"
"00EENG","Kirkleatham"
"00EENH","Lockwood"
"00EENJ","Loftus"
"00EENK","Longbeck"
"00EENL","Newcomen"
"00EENM","Normanby"
"00EENN","Ormesby"
"00EENP","St Germain's"
"00EENQ","Saltburn"
"00EENR","Skelton"
"00EENS","South Bank"
"00EENT","Teesville"
"00EENU","West Dyke"
"00EENW","Westworth"
"00EENX","Zetland"
"00EFNH","Billingham Central"
"00EFNJ","Billingham East"
"00EFNK","Billingham North"
"00EFNL","Billingham South"
"00EFNM","Billingham West"
"00EFNN","Bishopsgarth and Elm Tree"
"00EFNP","Eaglescliffe"
"00EFNQ","Fairfield"
"00EFNR","Grangefield"
"00EFNS","Hardwick"
"00EFNT","Hartburn"
"00EFNU","Ingleby Barwick East"
"00EFNW","Ingleby Barwick West"
"00EFNX","Mandale and Victoria"
"00EFNY","Newtown"
"00EFNZ","Northern Parishes"
"00EFPA","Norton North"
"00EFPB","Norton South"
"00EFPC","Norton West"
"00EFPD","Parkfield and Oxbridge"
"00EFPE","Roseworth"
"00EFPF","Stainsby Hill"
"00EFPG","Stockton Town Centre"
"00EFPH","Village"
"00EFPJ","Western Parishes"
"00EFPK","Yarm"
"00EHNC","Bank Top"
"00EHND","Central"
"00EHNE","Cockerton East"
"00EHNF","Cockerton West"
"00EHNG","College"
"00EHNH","Eastbourne"
"00EHNJ","Faverdale"
"00EHNK","Harrowgate Hill"
"00EHNL","Haughton East"
"00EHNM","Haughton North"
"00EHNN","Haughton West"
"00EHNP","Heighington and Coniscliffe"
"00EHNQ","Hummersknott"
"00EHNR","Hurworth"
"00EHNS","Lascelles"
"00EHNT","Lingfield"
"00EHNU","Middleton St George"
"00EHNW","Mowden"
"00EHNX","North Road"
"00EHNY","Northgate"
"00EHNZ","Park East"
"00EHPA","Park West"
"00EHPB","Pierremont"
"00EHPC","Sadberge and Whessoe"
"00ETMY","Appleton"
"00ETMZ","Beechwood"
"00ETNA","Birchfield"
"00ETNB","Broadheath"
"00ETNC","Castlefields"
"00ETND","Daresbury"
"00ETNE","Ditton"
"00ETNF","Farnworth"
"00ETNG","Grange"
"00ETNH","Hale"
"00ETNJ","Halton Brook"
"00ETNK","Halton Lea"
"00ETNL","Halton View"
"00ETNM","Heath"
"00ETNN","Hough Green"
"00ETNP","Kingsway"
"00ETNQ","Mersey"
"00ETNR","Norton North"
"00ETNS","Norton South"
"00ETNT","Riverside"
"00ETNU","Windmill Hill"
"00EUNB","Appleton"
"00EUNC","Bewsey and Whitecross"
"00EUND","Birchwood"
"00EUNE","Burtonwood and Winwick"
"00EUNF","Culcheth, Glazebury and Croft"
"00EUNG","Fairfield and Howley"
"00EUNH","Grappenhall and Thelwall"
"00EUNJ","Great Sankey North"
"00EUNK","Great Sankey South"
"00EUNL","Hatton, Stretton and Walton"
"00EUNM","Latchford East"
"00EUNN","Latchford West"
"00EUNP","Lymm"
"00EUNQ","Orford"
"00EUNR","Penketh and Cuerdley"
"00EUNS","Poplars and Hulme"
"00EUNT","Poulton North"
"00EUNU","Poulton South"
"00EUNW","Rixton and Woolston"
"00EUNX","Stockton Heath"
"00EUNY","Westbrook"
"00EUNZ","Whittle Hall"
"00EXMZ","Audley"
"00EXNA","Bastwell"
"00EXNB","Beardwood with Lammack"
"00EXNC","Corporation Park"
"00EXND","Earcroft"
"00EXNE","East Rural"
"00EXNF","Ewood"
"00EXNG","Fernhurst"
"00EXNH","Higher Croft"
"00EXNJ","Little Harwood"
"00EXNK","Livesey with Pleasington"
"00EXNL","Marsh House"
"00EXNM","Meadowhead"
"00EXNN","Mill Hill"
"00EXNP","North Turton with Tockholes"
"00EXNQ","Queen's Park"
"00EXNR","Roe Lee"
"00EXNS","Shadsworth with Whitebirk"
"00EXNT","Shear Brow"
"00EXNU","Sudell"
"00EXNW","Sunnyhurst"
"00EXNX","Wensley Fold"
"00EXNY","Whitehall"
"00EYMZ","Anchorsholme"
"00EYNA","Bispham"
"00EYNB","Bloomfield"
"00EYNC","Brunswick"
"00EYND","Claremont"
"00EYNE","Clifton"
"00EYNF","Greenlands"
"00EYNG","Hawes Side"
"00EYNH","Highfield"
"00EYNJ","Ingthorpe"
"00EYNK","Layton"
"00EYNL","Marton"
"00EYNM","Norbreck"
"00EYNN","Park"
"00EYNP","Squires Gate"
"00EYNQ","Stanley"
"00EYNR","Talbot"
"00EYNS","Tyldesley"
"00EYNT","Victoria"
"00EYNU","Warbreck"
"00EYNW","Waterloo"
"00FAMX","Avenue"
"00FAMY","Beverley"
"00FAMZ","Boothferry"
"00FANA","Bransholme East"
"00FANB","Bransholme West"
"00FANC","Bricknell"
"00FAND","Derringham"
"00FANE","Drypool"
"00FANF","Holderness"
"00FANG","Ings"
"00FANH","Kings Park"
"00FANJ","Longhill"
"00FANK","Marfleet"
"00FANL","Myton"
"00FANM","Newington"
"00FANN","Newland"
"00FANP","Orchard Park and Greenwood"
"00FANQ","Pickering"
"00FANR","St Andrew's"
"00FANS","Southcoates East"
"00FANT","Southcoates West"
"00FANU","Sutton"
"00FANW","University"
"00FBND","Beverley Rural"
"00FBNE","Bridlington Central and Old Town"
"00FBNF","Bridlington North"
"00FBNG","Bridlington South"
"00FBNH","Cottingham North"
"00FBNJ","Cottingham South"
"00FBNK","Dale"
"00FBNL","Driffield and Rural"
"00FBNM","East Wolds and Coastal"
"00FBNN","Goole North"
"00FBNP","Goole South"
"00FBNQ","Hessle"
"00FBNR","Howden"
"00FBNS","Howdenshire"
"00FBNT","Mid Holderness"
"00FBNU","Minster and Woodmansey"
"00FBNW","North Holderness"
"00FBNX","Pocklington Provincial"
"00FBNY","St Mary's"
"00FBNZ","Snaith, Airmyn, Rawcliffe and Marshland"
"00FBPA","South East Holderness"
"00FBPB","South Hunsley"
"00FBPC","South West Holderness"
"00FBPD","Tranby"
"00FBPE","Willerby and Kirk Ella"
"00FBPF","Wolds Weighton"
"00FCMQ","Croft Baker"
"00FCMR","East Marsh"
"00FCMS","Freshney"
"00FCMT","Haverstoe"
"00FCMU","Heneage"
"00FCMW","Humberston and New Waltham"
"00FCMX","Immingham"
"00FCMY","Park"
"00FCMZ","Scartho"
"00FCNA","Sidney Sussex"
"00FCNB","South"
"00FCNC","Waltham"
"00FCND","West Marsh"
"00FCNE","Wolds"
"00FCNF","Yarborough"
"00FDMR","Ashby"
"00FDMS","Axholme Central"
"00FDMT","Axholme North"
"00FDMU","Axholme South"
"00FDMW","Barton"
"00FDMX","Bottesford"
"00FDMY","Brigg and Wolds"
"00FDMZ","Broughton and Appleby"
"00FDNA","Brumby"
"00FDNB","Burringham and Gunness"
"00FDNC","Burton upon Stather and Winterton"
"00FDND","Crosby and Park"
"00FDNE","Ferry"
"00FDNF","Frodingham"
"00FDNG","Kingsway with Lincoln Gardens"
"00FDNH","Ridge"
"00FDNJ","Town"
"00FFNG","Acomb"
"00FFNH","Bishopthorpe"
"00FFNJ","Clifton"
"00FFNK","Derwent"
"00FFNL","Dringhouses and Woodthorpe"
"00FFNM","Fishergate"
"00FFNN","Fulford"
"00FFNP","Guildhall"
"00FFNQ","Haxby and Wigginton"
"00FFNR","Heslington"
"00FFNS","Heworth"
"00FFNT","Heworth Without"
"00FFNU","Holgate"
"00FFNW","Hull Road"
"00FFNX","Huntington and New Earswick"
"00FFNY","Micklegate"
"00FFNZ","Osbaldwick"
"00FFPA","Rural West York"
"00FFPB","Skelton, Rawcliffe and Clifton Without"
"00FFPC","Strensall"
"00FFPD","Westfield"
"00FFPE","Wheldrake"
"00FKMX","Abbey"
"00FKMY","Allestree"
"00FKMZ","Alvaston"
"00FKNA","Arboretum"
"00FKNB","Blagreaves"
"00FKNC","Boulton"
"00FKND","Chaddesden"
"00FKNE","Chellaston"
"00FKNF","Darley"
"00FKNG","Derwent"
"00FKNH","Littleover"
"00FKNJ","Mackworth"
"00FKNK","Mickleover"
"00FKNL","Normanton"
"00FKNM","Oakwood"
"00FKNN","Sinfin"
"00FKNP","Spondon"
"00FNNF","Abbey"
"00FNNG","Aylestone"
"00FNNH","Beaumont Leys"
"00FNNJ","Belgrave"
"00FNNK","Braunstone Park and Rowley Fields"
"00FNNL","Castle"
"00FNNM","Charnwood"
"00FNNN","Coleman"
"00FNNP","Evington"
"00FNNQ","Eyres Monsell"
"00FNNR","Fosse"
"00FNNS","Freemen"
"00FNNT","Humberstone and Hamilton"
"00FNNU","Knighton"
"00FNNW","Latimer"
"00FNNX","New Parks"
"00FNNY","Rushey Mead"
"00FNNZ","Spinney Hills"
"00FNPA","Stoneygate"
"00FNPB","Thurncourt"
"00FNPC","Westcotes"
"00FNPD","Western Park"
"00FPMS","Braunston and Belton"
"00FPMT","Cottesmore"
"00FPMU","Exton"
"00FPMW","Greetham"
"00FPMX","Ketton"
"00FPMY","Langham"
"00FPMZ","Lyddington"
"00FPNA","Martinsthorpe"
"00FPNB","Normanton"
"00FPNC","Oakham North East"
"00FPND","Oakham North West"
"00FPNE","Oakham South East"
"00FPNF","Oakham South West"
