"00BL001","Blackrod"
"00HC025","Nailsea"
"00HC026","Portbury"
"00HC027","Portishead and North Weston"
"00HC028","Puxton"
"00HC029","Tickenham"
"00HC030","Walton-in-Gordano"
"00HC031","Weston-in-Gordano"
"00HC032","Wick St. Lawrence"
"00HC033","Winford"
"00HC034","Winscombe and Sandford"
"00HC035","Wraxall and Failand"
"00HC036","Wrington"
"00HC037","Yatton"
"00HC038","Weston-super-Mare"
"00HC039","St. Georges"
"00HD001","Acton Turville"
"00HD002","Almondsbury"
"00HD003","Alveston"
"00HD004","Aust"
"00HD005","Badminton"
"00HD006","Bitton"
"00HD007","Bradley Stoke"
"00HD008","Charfield"
"00HD009","Cold Ashton"
"00HD010","Cromhall"
"00HD011","Dodington"
"00HD012","Doynton"
"00HD013","Dyrham and Hinton"
"00HD014","Falfield"
"00HD015","Filton"
"00HD016","Frampton Cotterell"
"00HD017","Hanham Abbots"
"00HD018","Hawkesbury"
"00HD019","Hill"
"00HD020","Horton"
"00HD021","Iron Acton"
"00HD022","Little Sodbury"
"00HD023","Mangotsfield Rural"
"00HD024","Marshfield"
"00HD025","Oldbury-upon-Severn"
"00HD026","Oldland"
"00HD027","Olveston"
"00HD028","Patchway"
"00HD029","Pilning and Severn Beach"
"00HD030","Pucklechurch"
"00HD031","Rangeworthy"
"00HD032","Rockhampton"
"00HD033","Siston"
"00HD034","Sodbury"
"00HD035","Stoke Gifford"
"00HD036","Thornbury"
"00HD037","Tormarton"
"00HD038","Tortworth"
"00HD039","Tytherington"
"00HD040","Westerleigh"
"00HD041","Wick and Abson"
"00HD042","Wickwar"
"00HD043","Winterbourne"
"00HD044","Yate"
"00HD045","Downend and Bromley Heath"
"00HD046","Hanham"
"00HX001","Bishopstone"
"00HX002","Blunsdon St Andrew"
"00HX003","Castle Eaton"
"00HX004","Chiseldon"
"00HX005","Covingham"
"00HX006","Hannington"
"00HX007","Haydon Wick"
"00HX008","Highworth"
"00HX009","Inglesham"
"00HX010","Liddington"
"00HX011","South Marston"
"00HX012","Stanton Fitzwarren"
"00HX013","Stratton St Margaret"
"00HX014","Wanborough"
"00HX015","Wroughton"
"00JA001","Ailsworth"
"00JA002","Bainton"
"00JA003","Barnack"
"00JA004","Borough Fen"
"00JA005","Bretton"
"00JA006","Castor"
"00JA007","Deeping Gate"
"00JA008","Etton"
"00JA009","Eye"
"00JA010","Glinton"
"00JA011","Helpston"
"00JA012","Marholm"
"00JA013","Maxey"
"00JA014","Newborough"
"00JA015","Northborough"
"00JA016","Orton Longueville"
"00JA017","Orton Waterville"
"00JA018","Peakirk"
"00JA019","St. Martin's Without"
"00JA020","Southorpe"
"00JA022","Sutton"
"00JA023","Thorney"
"00JA024","Thornhaugh"
"00JA025","Ufford"
"00JA026","Upton"
"00JA027","Wansford"
"00JA028","Wittering"
"00JA029","Wothorpe"
"00KF001","Leigh-on-Sea"
"00LC001","Allhallows"
"00LC002","Cliffe and Cliffe Woods"
"00LC003","Cooling"
"00LC004","Cuxton"
"00LC005","Frindsbury Extra"
"00LC006","Halling"
"00LC007","High Halstow"
"00LC008","Hoo St. Werburgh"
"00LC009","Isle of Grain"
"00LC010","St. Mary Hoo"
"00LC011","Stoke"
"00MA001","Binfield"
"00MA002","Bracknell"
"00MA003","Crowthorne"
"00MA004","Sandhurst"
"00MA005","Warfield"
"00MA006","Winkfield"
"00MB001","Aldermaston"
"00MB002","Aldworth"
"00MB003","Ashampstead"
"00MB004","Basildon"
"00MB005","Beech Hill"
"00MB006","Beedon"
"00MB007","Beenham"
"00MB008","Boxford"
"00MB009","Bradfield"
"00MB010","Brightwalton"
"00MB011","Brimpton"
"00MB012","Bucklebury"
"00MB013","Burghfield"
"00MB014","Catmore"
"00MB015","Chaddleworth"
"00MB016","Chieveley"
"00MB017","Cold Ash"
"00MB018","Combe"
"00MB019","Compton"
"00MB020","East Garston"
"00MB021","East Ilsley"
"00MB022","Enborne"
"00MB023","Englefield"
"00MB024","Farnborough"
"00MB025","Fawley"
"00MB026","Frilsham"
"00MB027","Great Shefford"
"00MB028","Greenham"
"00MB029","Hampstead Norreys"
"00MB030","Hampstead Marshall"
"00MB031","Hermitage"
"00MB032","Hungerford"
"00MB033","Inkpen"
"00MB034","Kintbury"
"00MB035","Lambourn"
"00MB036","Leckhampstead"
"00MB037","Midgham"
"00MB038","Padworth"
"00MB039","Pangbourne"
"00MB040","Peasemore"
"00MB041","Purley on Thames"
"00MB042","Shaw cum Donnington"
"00MB043","Speen"
"00MB044","Stanford Dingley"
"00MB045","Stratfield Mortimer"
"00MB046","Streatley"
"00MB047","Sulham"
"00MB048","Sulhamstead"
"00MB049","Thatcham"
"00MB050","Theale"
"00MB051","Tidmarsh"
"00MB052","Tilehurst"
"00MB053","Ufton Nervet"
"00MB054","Wasing"
"00MB055","Welford"
"00MB056","West Ilsley"
"00MB057","West Woodhay"
"00MB058","Winterbourne"
"00MB059","Wokefield"
"00MB060","Woolhampton"
"00MB061","Yattendon"
"00MB062","Newbury"
"00MB063","Holybrook"
"00MD001","Britwell"
"00MD002","Colnbrook with Poyle"
"00MD003","Wexham Court"
"00ME001","Bisham"
"00ME002","Bray"
"00ME003","Cookham"
"00ME004","Cox Green"
"00ME005","Datchet"
"00ME006","Eton"
"00ME007","Horton"
"00ME008","Hurley"
"00ME009","Old Windsor"
"00ME010","Shottesbrooke"
"00ME011","Sunningdale"
"00ME012","Sunninghill"
"00ME013","Waltham St. Lawrence"
"00ME014","White Waltham"
"00ME015","Wraysbury"
"00MF001","Arborfield and Newland"
"00MF002","Barkham"
"00MF003","Charvil"
"00MF004","Earley"
"00MF005","Finchampstead"
"00MF006","Remenham"
"00MF007","Ruscombe"
"00MF008","St. Nicholas, Hurst"
"00MF009","Shinfield"
"00MF010","Sonning"
"00MF011","Swallowfield"
"00MF012","Twyford"
"00MF013","Wargrave"
"00MF014","Winnersh"
"00MF015","Wokingham"
"00MF016","Wokingham Without"
"00MF017","Woodley"
"00MG001","Astwood"
"00MG002","Bow Brickhill"
"00MG003","Bradwell"
"00MG004","Bradwell Abbey"
"00MG005","Broughton"
"00MG006","Castlethorpe"
"00MG007","Chicheley"
"00MG008","Clifton Reynes"
"00MG009","Cold Brayfield"
"00MG010","Emberton"
"00MG011","Gayhurst"
"00MG012","Great Linford"
"00MG013","Hanslope"
"00MG014","Hardmead"
"00MG015","Haversham-cum-Little Linford"
"00MG016","Lathbury"
"00MG017","Lavendon"
"00MG018","Little Brickhill"
"00MG019","Loughton"
"00MG020","Milton Keynes"
"00MG021","Moulsoe"
"00MG022","Newport Pagnell"
"00MG023","Newton Blossomville"
"00MG024","North Crawley"
"00MG025","Olney"
"00MG026","Ravenstone"
"00MG027","Shenley Brook End"
"00MG028","Shenley Church End"
"00MG029","Sherington"
"00MG030","Stantonbury"
"00MG031","Stoke Goldington"
"00MG032","Walton"
"00MG033","Warrington"
"00MG034","Wavendon"
"00MG035","Weston Underwood"
"00MG036","Woburn Sands"
"00MG037","Campbell Park"
"00MG038","Woughton on the Green"
"00MG039","Bletchley and Fenny Stratford"
"00MG040","Calverton"
"00MG041","Central Milton Keynes"
"00MG042","Kents Hill, Monkston and Brinklow"
"00MG043","New Bradwell"
"00MG044","Simpson"
"00MG045","Stony Stratford"
"00MG046","Tyringham and Filgrave"
"00MG047","West Bletchley"
"00MG048","Wolverton and Greenleys"
"00ML001","Rottingdean"
"00MR001","Southsea"
"00MW001","Arreton"
"00MW002","Bembridge"
"00MW003","Brading"
"00MW004","Brighstone"
"00MW005","Calbourne"
"00MW006","Chale"
"00MW007","Cowes"
"00MW008","Freshwater"
"00MW009","Gatcombe"
"00MW010","Godshill"
"00MW011","Gurnard"
"00MW012","Lake"
"00MW013","Nettlestone and Seaview"
"00MW014","Newchurch"
"00MW015","Niton and Whitwell"
"00MW016","Rookley"
"00MW017","St Helens"
"00MW018","Sandown"
"00MW019","Shalfleet"
"00MW020","Shanklin"
"00MW021","Shorwell"
"00MW022","Totland"
"00MW023","Ventnor"
"00MW024","Wootton Bridge"
"00MW025","Wroxall"
"00MW026","Yarmouth"
"00MW027","East Cowes"
"00NA001","Aberffraw"
"00NA002","Amlwch"
"00NA003","Beaumaris"
"00NA004","Bodedern"
"00NA005","Bodffordd"
"00NA006","Bodorgan"
"00NA007","Bryngwran"
"00NA008","Cwm Cadnant"
"00NA009","Cylch-y-Garn"
"00NA010","Holyhead"
"00NA011","Llanbadrig"
"00NA012","Llanddaniel Fab"
"00NA013","Llanddona"
"00NA014","Llanddyfnan"
"00NA015","Llaneilian"
"00NA016","Llaneugrad"
"00NA017","Llanfachraeth"
"00NA018","Llanfaelog"
"00NA019","Llanfaethlu"
"00NA020","Llanfair-Mathafarn-Eithaf"
"00NA021","Llanfair Pwllgwyngyll"
"00NA022","Llanfair-yn-Neubwll"
"00NA023","Llanfihangel Ysgeifiog"
"00NA024","Llangefni"
"00NA025","Llangoed"
"00NA026","Llangristiolus"
"00NA027","Llanidan"
"00NA028","Llannerch-y-medd"
"00NA029","Mechell"
"00NA030","Menai Bridge"
"00NA031","Moelfre"
"00NA032","Penmynydd"
"00NA033","Pentraeth"
"00NA034","Rhoscolyn"
"00NA035","Rhosybol"
"00NA036","Rhosyr"
"00NA037","Trearddur"
"00NA038","Tref Alaw"
"00NA039","Trewalchmai"
"00NA040","Valley"
"00NC001","Aber"
"00NC002","Aberdaron"
"00NC003","Aberdovey"
"00NC004","Arthog"
"00NC005","Bala"
"00NC006","Bangor"
"00NC007","Barmouth"
"00NC008","Beddgelert"
"00NC009","Bethesda"
"00NC010","Betws Garmon"
"00NC011","Bontnewydd"
"00NC012","Botwnnog"
"00NC013","Brithdir and Llanfachreth"
"00NC014","Bryn-crug"
"00NC015","Buan"
"00NC016","Caernarfon"
"00NC017","Clynnog"
"00NC018","Corris"
"00NC019","Criccieth"
"00NC020","Dolbenmaen"
"00NC021","Dolgellau"
"00NC022","Dyffryn Ardudwy"
"00NC023","Ffestiniog"
"00NC024","Ganllwyd"
"00NC025","Harlech"
"00NC026","Llanaelhaearn"
"00NC027","Llanbedr"
"00NC028","Llanbedrog"
"00NC029","Llanberis"
"00NC030","Llanddeiniolen"
"00NC031","Llandderfel"
"00NC032","Llandwrog"
"00NC033","Llandygai"
"00NC034","Llanegryn"
"00NC035","Llanelltyd"
"00NC036","Llanengan"
"00NC037","Llanfair"
"00NC038","Llanfihangel-y-Pennant"
"00NC039","Llanfrothen"
"00NC040","Llangelynin"
"00NC041","Llangywer"
"00NC042","Llanllechid"
"00NC043","Llanllyfni"
"00NC044","Llannor"
"00NC045","Llanuwchllyn"
"00NC046","Llanrug"
"00NC047","Llanwnda"
"00NC048","Llanycil"
"00NC049","Llanystumdwy"
"00NC050","Maentwrog"
"00NC051","Mawddwy"
"00NC052","Nefyn"
"00NC053","Pennal"
"00NC054","Penrhyndeudraeth"
"00NC055","Pentir"
"00NC056","Pistyll"
"00NC057","Porthmadog"
"00NC058","Pwllheli"
"00NC059","Talsarnau"
"00NC060","Trawsfynydd"
"00NC061","Tudweiliog"
"00NC062","Tywyn"
"00NC063","Waunfawr"
"00NC064","Y Felinheli"
"00NE001","Abergele"
"00NE002","Betws-y-Coed"
"00NE003","Betws yn Rhos"
"00NE004","Bro Garmon"
"00NE005","Bro Machno"
"00NE006","Caerhun"
"00NE007","Capel Curig"
"00NE008","Cerrigydrudion"
"00NE009","Colwyn Bay"
"00NE010","Conwy"
"00NE011","Dolgarrog"
"00NE012","Dolwyddelan"
"00NE013","Eglwysbach"
"00NE014","Henryd"
"00NE015","Kinmel Bay and Towyn"
"00NE016","Llanddoged and Maenan"
"00NE017","Llanddulas and Rhyd-y-Foel"
"00NE018","Llandudno"
"00NE019","Llanfairfechan"
"00NE020","Llanfair Talhaiarn"
"00NE021","Llanfihangel Glyn Myfyr"
"00NE022","Llangernyw"
"00NE023","Llangwm"
"00NE024","Llannefydd"
"00NE025","Llanrwst"
"00NE026","Llansanffraid Glan Conwy"
"00NE027","Llansannan"
"00NE028","Llysfaen"
"00NE029","Mochdre"
"00NE030","Old Colwyn"
"00NE031","Penmaenmawr"
"00NE032","Pentrefoelas"
"00NE033","Rhos-on-Sea"
"00NE034","Trefriw"
"00NE035","Ysbyty Ifan"
"00NG001","Aberwheeler"
"00NG002","Betws Gwerfil Goch"
"00NG003","Bodelwyddan"
"00NG004","Bodfari"
"00NG005","Bryneglwys"
"00NG006","Cefnmeiriadog"
"00NG007","Clocaenog"
"00NG008","Corwen"
"00NG009","Cwm"
"00NG010","Cyffylliog"
"00NG011","Cynwyd"
"00NG012","Denbigh"
"00NG013","Derwen"
"00NG014","Dyserth"
"00NG015","Efenechtyd"
"00NG016","Gwyddelwern"
"00NG017","Henllan"
"00NG018","Llanarmon-yn-Ial"
"00NG019","Llanbedr Dyffryn Clwyd"
"00NG020","Llandegla"
"00NG021","Llandrillo"
"00NG022","Llandyrnog"
"00NG023","Llanelidan"
"00NG024","Llanfair Dyffryn Clwyd"
"00NG025","Llanferres"
"00NG026","Llangollen"
"00NG028","Llangynhafal"
"00NG029","Llanrhaeadr-yng-Nghinmeirch"
"00NG030","Llantysilio"
"00NG031","Llanynys"
"00NG032","Nantglyn"
"00NG033","Prestatyn"
"00NG034","Rhuddlan"
"00NG035","Rhyl"
"00NG036","Ruthin"
"00NG037","St. Asaph"
"00NG038","Trefnant"
"00NG039","Tremeirchion"
"00NG040","Waen"
"00NJ001","Bagillt"
"00NJ002","Broughton and Bretton"
"00NJ003","Brynford"
"00NJ004","Buckley"
"00NJ005","Caerwys"
"00NJ006","Cilcain"
"00NJ007","Connah's Quay"
"00NJ008","Flint"
"00NJ009","Gwernaffield"
"00NJ010","Gwernymynydd"
"00NJ011","Halkyn"
"00NJ012","Hawarden"
"00NJ013","Higher Kinnerton"
"00NJ014","Holywell"
"00NJ015","Hope"
"00NJ016","Leeswood"
"00NJ017","Llanasa"
"00NJ018","Llanfynydd"
"00NJ019","Mold"
"00NJ020","Mostyn"
"00NJ021","Argoed"
"00NJ022","Nannerch"
"00NJ023","Nercwys"
"00NJ024","Northop"
"00NJ025","Northop Hall"
"00NJ026","Penyffordd"
"00NJ027","Queensferry"
"00NJ028","Saltney"
"00NJ029","Sealand"
"00NJ030","Shotton"
"00NJ031","Trelawnyd and Gwaenysgor"
"00NJ032","Treuddyn"
"00NJ033","Whitford"
"00NJ034","Ysceifiog"
"00NL001","Abenbury"
"00NL002","Acton"
"00NL003","Bangor Is-y-coed"
"00NL004","Bronington"
"00NL005","Broughton"
"00NL006","Brymbo"
"00NL007","Caia Park"
"00NL008","Cefn"
"00NL009","Ceiriog Ucha"
"00NL010","Chirk"
"00NL011","Coedpoeth"
"00NL012","Erbistock"
"00NL013","Esclusham"
"00NL014","Glyntraian"
"00NL015","Gresford"
"00NL016","Gwersyllt"
"00NL017","Hanmer"
"00NL018","Holt"
"00NL019","Isycoed"
"00NL020","Llansantffraid Glyn Ceiriog"
"00NL021","Llay"
"00NL022","Maelor South"
"00NL023","Marchwiel"
"00NL024","Minera"
"00NL025","Offa"
"00NL026","Overton"
"00NL027","Penycae"
"00NL028","Rhosddu"
"00NL029","Rhosllanerchrugog"
"00NL030","Rossett"
"00NL031","Ruabon"
"00NL032","Sesswick"
"00NL033","Willington Worthenbury"
"00NL034","Llangollen Rural"
"00NN001","Abbey Cwmhir"
"00NN002","Aberedw"
"00NN003","Aberhafesp"
"00NN004","Banwy"
"00NN005","Bausley with Criggion"
"00NN006","Beguildy"
"00NN007","Berriew"
"00NN008","Bettws"
"00NN009","Brecon"
"00NN010","Bronllys"
"00NN011","Builth"
"00NN012","Cadfarch"
"00NN013","Caersws"
"00NN014","Carno"
"00NN015","Carreghofa"
"00NN016","Castle Caereinion"
"00NN017","Churchstoke"
"00NN018","Cilmery"
"00NN019","Clyro"
"00NN020","Cray"
"00NN021","Crickhowell"
"00NN022","Disserth and Trecoed"
"00NN023","Duhonw"
"00NN024","Dwyriw"
"00NN025","Erwood"
"00NN026","Felin-fach"
"00NN027","Forden with Leighton and Trelystan"
"00NN028","Gladestry"
"00NN029","Glantwymyn"
"00NN030","Glasbury"
"00NN031","Glascwm"
"00NN032","Glyn Tarell"
"00NN033","Guilsfield"
"00NN034","Gwernyfed"
"00NN035","Hay"
"00NN036","Honddu Isaf"
"00NN037","Kerry"
"00NN038","Knighton"
"00NN039","Llanafanfawr"
"00NN040","Llanbadarn Fawr"
"00NN041","Llanbadarn Fynydd"
"00NN042","Llanbister"
"00NN043","Llanbrynmair"
"00NN044","Llanddew"
"00NN045","Llanddewi Ystradenny"
"00NN046","Llandinam"
"00NN047","Llandrindod Wells"
"00NN048","Llandrinio"
"00NN049","Llandysilio"
"00NN050","Llandyssil"
"00NN051","Llanelwedd"
"00NN052","Llanerfyl"
"00NN053","Llanfair Caereinion"
"00NN054","Llanfechain"
"00NN055","Llanfihangel"
"00NN056","Llanfihangel Cwmdu with Bwlch and Cathedine"
"00NN057","Llanfihangel Rhydithon"
"00NN058","Llanfrynach"
"00NN059","Llanfyllin"
"00NN060","Llangamarch"
"00NN061","Llangattock"
"00NN062","Llangedwyn"
"00NN063","Llangors"
"00NN064","Llangunllo"
"00NN065","Llangurig"
"00NN066","Llangynidr"
"00NN067","Llangyniew"
"00NN068","Llangynog"
"00NN069","Llanidloes"
"00NN070","Llanidloes Without"
"00NN071","Llanigon"
"00NN072","Llanrhaeadr-ym-Mochnant"
"00NN073","Llansantffraid"
"00NN074","Llansilin"
"00NN075","Llanwddyn"
"00NN076","Llanwrthwl"
"00NN077","Llanwrtyd Wells"
"00NN078","Llanyre"
"00NN079","Llywel"
"00NN080","Machynlleth"
"00NN081","Maescar"
"00NN082","Manafon"
"00NN083","Meifod"
"00NN084","Merthyr Cynog"
"00NN085","Mochdre"
"00NN086","Montgomery"
"00NN087","Nantmel"
"00NN088","New Radnor"
"00NN089","Newtown and Llanllwchaiarn"
"00NN090","Old Radnor"
"00NN091","Painscastle"
"00NN092","Penybont"
"00NN093","Pen-y-Bont-Fawr"
"00NN094","Presteigne"
"00NN095","Rhayader"
"00NN096","St. Harmon"
"00NN097","Talgarth"
"00NN098","Talybont-on-Usk"
"00NN099","Tawe-Uchaf"
"00NN100","The Vale of Grwyney"
"00NN101","Trallong"
"00NN102","Trefeglwys"
"00NN103","Treflys"
"00NN104","Tregynon"
"00NN105","Trewern"
"00NN106","Welshpool"
"00NN107","Whitton"
"00NN108","Yscir"
"00NN109","Ystradfellte"
"00NN110","Ystradgynlais"
"00NQ001","Aberaeron"
"00NQ002","Aberporth"
"00NQ003","Aberystwyth"
"00NQ004","Beulah"
"00NQ005","Blaenrheidol"
"00NQ006","Borth"
"00NQ007","Cardigan"
"00NQ008","Ceulanamaesmawr"
"00NQ009","Ciliau Aeron"
"00NQ010","Dyffryn Arth"
"00NQ011","Faenor"
"00NQ012","Geneu'r Glyn"
"00NQ013","Henfynyw"
"00NQ014","Lampeter"
"00NQ015","Llanarth"
"00NQ016","Llanbadarn Fawr"
"00NQ017","Llanddewi Brefi"
"00NQ018","Llandyfriog"
"00NQ019","Llandysiliogogo"
"00NQ020","Llandysul"
"00NQ021","Llanfair Clydogau"
"00NQ022","Llanfarian"
"00NQ023","Llanfihangel Ystrad"
"00NQ024","Llangeitho"
"00NQ025","Llangoedmor"
"00NQ026","Llangrannog"
"00NQ027","Llangwyryfon"
"00NQ028","Llangybi"
"00NQ029","Llangynfelyn"
"00NQ030","Llanilar"
"00NQ031","Llanllwchaiarn"
"00NQ032","Llanrhystyd"
"00NQ033","Llansantffraed"
"00NQ034","Llanwenog"
"00NQ035","Llanwnnen"
"00NQ036","Lledrod"
"00NQ037","Melindwr"
"00NQ038","Nantcwnlle"
"00NQ039","New Quay"
"00NQ040","Penbryn"
"00NQ041","Pontarfynach"
"00NQ042","Tirymynach"
"00NQ043","Trawsgoed"
"00NQ044","Trefeurig"
"00NQ045","Tregaron"
"00NQ046","Troedyraur"
"00NQ047","Y Ferwig"
"00NQ048","Ysbyty Ystwyth"
"00NQ049","Ysgubor-y-coed"
"00NQ050","Ystrad Fflur"
"00NQ051","Ystrad Meurig"
"00NS001","Ambleston"
"00NS002","Amroth"
"00NS003","Angle"
"00NS004","Boncath"
"00NS005","Brawdy"
"00NS006","Burton"
"00NS007","Caldey Island and St. Margaret's Island"
"00NS008","Camrose"
"00NS009","Carew"
"00NS010","Castlemartin"
"00NS011","Cilgerran"
"00NS012","Clydau"
"00NS013","Cosheston"
"00NS014","Crymych"
"00NS015","Cwm Gwaun"
"00NS016","Dale"
"00NS017","Dinas Cross"
"00NS018","East Williamston"
"00NS019","Eglwyswrw"
"00NS020","Fishguard and Goodwick"
"00NS021","Freystrop"
"00NS022","Haverfordwest"
"00NS023","Hayscastle"
"00NS024","Herbrandston"
"00NS025","Hundleton"
"00NS026","Jeffreyston"
"00NS027","Johnston"
"00NS028","Kilgetty/Begelly"
"00NS029","Lampeter Velfrey"
"00NS030","Lamphey"
"00NS031","Letterston"
"00NS032","Llanddewi Velfrey"
"00NS033","Llandissilio West"
"00NS035","Llanrhian"
"00NS036","Llanstadwell"
"00NS037","Llawhaden"
"00NS038","Maenclochog"
"00NS039","Manorbier"
"00NS040","Manordeifi"
"00NS041","Marloes and St. Brides"
"00NS042","Martletwy"
"00NS043","Mathry"
"00NS044","Merlin's Bridge"
"00NS045","Milford Haven"
"00NS046","Mynachlog-Ddu"
"00NS047","Narberth"
"00NS048","Nevern"
"00NS049","New Moat"
"00NS050","Newport"
"00NS051","Neyland"
"00NS052","Nolton and Roch"
"00NS053","Pembroke"
"00NS054","Pembroke Dock"
"00NS055","Penally"
"00NS056","Pencaer"
"00NS057","Puncheston"
"00NS058","Rosemarket"
"00NS059","Rudbaxton"
"00NS060","St. David's and the Cathedral Close"
"00NS061","St. Dogmaels"
"00NS062","St. Florence"
"00NS063","St. Ishmael's"
"00NS064","St. Mary Out Liberty"
"00NS065","Saundersfoot"
"00NS066","Scleddau"
"00NS067","Slebech"
"00NS068","Solva"
"00NS069","Spittal"
"00NS070","Stackpole"
"00NS071","Templeton"
"00NS072","Tenby"
"00NS073","The Havens"
"00NS074","Tiers Cross"
"00NS075","Trecwn"
"00NS076","Uzmaston and Boulston"
"00NS077","Walwyn's Castle"
"00NS078","Wiston"
"00NS079","Wolfscastle"
"00NS081","Llangwm"
"00NS082","Hook"
"00NS083","Clynderwen"
"00NU001","Abergwili"
"00NU002","Abernant"
"00NU003","Ammanford"
"00NU004","Betws"
"00NU005","Bronwydd"
"00NU006","Carmarthen"
"00NU007","Pembrey and Burry Port Town"
"00NU008","Cenarth"
"00NU009","Cilycwm"
"00NU010","Cilymaenllwyd"
"00NU012","Cwmamman"
"00NU013","Cynwyl Elfed"
"00NU014","Cynwyl Gaeo"
"00NU015","Eglwyscummin"
"00NU016","Cyngor Bro Dyffryn Cennen"
"00NU017","Gorslas"
"00NU018","Henllanfallteg"
"00NU019","Kidwelly"
"00NU020","Laugharne Township"
"00NU021","Llanarthney"
"00NU022","Llanboidy"
"00NU023","Llanddarog"
"00NU024","Llanddeusant"
"00NU025","Llanddowror"
"00NU026","Llandeilo"
"00NU027","Llandovery"
"00NU028","Llandybie"
"00NU029","Llandyfaelog"
"00NU030","Llanedi"
"00NU031","Llanegwad"
"00NU032","Llanelli"
"00NU033","Llanelli Rural"
"00NU034","Llanfair-ar-y-bryn"
"00NU035","Llanfihangel Aberbythych"
